<<<<<<< HEAD
asset_id,asset_name,asset_type,material,diameter,installation_year,status,network_type,length,depth,zone,pressure_rating,location,geometry,Remaining_Years,Failure
A-00510,Asset_510,Pipe,Concrete,207.4,1982,Active,Recycled Water,28.3,4.97,North,100,Suburb B,"-37.849911,145.156422",21.707901996584432,0
A-00511,Asset_511,Pump,Cast Iron,398.6,2004,Active,Recycled Water,14.6,3.64,North,300,Rural Area,"-37.833383,144.859010",23.0838081100595,0
A-00512,Asset_512,Valve,Copper,347.6,2007,Active,Sewer,98.5,1.82,East,100,Suburb B,"-37.880690,144.805369",42.596983156731355,0
A-00513,Asset_513,Pump,Cast Iron,133.3,1956,Active,Water,210.1,3.52,South,150,Melbourne CBD,"-37.815429,144.875044",0.0,1
A-00514,Asset_514,Pump,Plastic,128.3,2006,Active,Sewer,468.2,3.66,South,300,Suburb B,"-37.895670,145.008008",32.93380891017803,0
A-00515,Asset_515,Valve,Cast Iron,94.3,1961,Active,Water,231.2,2.17,North,300,Suburb A,"-37.764004,144.834300",0.0,1
A-00516,Asset_516,Sewer,Steel,347.1,1965,Active,Water,148.7,0.58,East,300,Suburb C,"-37.807816,145.097451",0.0,1
A-00517,Asset_517,Pump,Plastic,394.0,1992,Active,Water,283.2,3.66,North,200,Rural Area,"-37.702839,145.066876",27.90866256205933,0
A-00518,Asset_518,Sewer,Copper,169.3,1956,Active,Water,60.4,0.6,Central,200,Melbourne CBD,"-37.851032,145.086621",0.0,0
A-00519,Asset_519,Pump,Steel,59.4,2000,Inactive,Sewer,306.7,3.34,South,200,Suburb C,"-37.780414,144.884720",32.59486422989938,0
A-00520,Asset_520,Sewer,Plastic,87.0,2022,Active,Recycled Water,286.4,1.24,West,250,Suburb B,"-37.729778,144.970962",53.499602809724195,0
A-00521,Asset_521,Valve,Copper,485.5,1981,Active,Recycled Water,397.0,3.05,North,150,Suburb A,"-37.707604,145.089160",13.636238262698807,0
A-00522,Asset_522,Pump,Steel,183.0,2024,Active,Recycled Water,493.4,2.77,Central,300,Suburb B,"-37.771087,145.091341",47.105380462024875,0
A-00523,Asset_523,Valve,Steel,396.2,1957,Active,Recycled Water,129.2,0.56,South,300,Suburb C,"-37.804381,145.002091",0.0,1
A-00524,Asset_524,Pump,Plastic,331.1,2021,Active,Recycled Water,257.3,2.13,East,200,Melbourne CBD,"-37.729759,145.072371",61.24501065435423,0
A-00525,Asset_525,Valve,Concrete,221.9,1994,Active,Recycled Water,454.9,3.2,South,300,Rural Area,"-37.720551,145.156331",18.085652523983967,0
A-00526,Asset_526,Valve,Steel,142.6,2008,Active,Sewer,393.7,4.32,East,300,Suburb C,"-37.704702,145.080086",26.360353148992708,0
A-00527,Asset_527,Pump,Steel,104.6,1953,Active,Water,246.3,4.5,East,100,Melbourne CBD,"-37.799540,144.866525",0.0,1
A-00528,Asset_528,Pump,Copper,326.8,2016,Active,Recycled Water,473.0,2.68,North,300,Suburb C,"-37.758924,144.916631",49.53256298147363,0
A-00529,Asset_529,Pump,Cast Iron,398.6,1978,Active,Sewer,33.3,3.78,North,250,Suburb A,"-37.843410,144.895315",0.0,1
A-00530,Asset_530,Pipe,Plastic,339.8,1978,Active,Recycled Water,465.8,1.92,South,200,Suburb B,"-37.724976,145.147186",10.42522609644003,0
A-00531,Asset_531,Sewer,Plastic,288.6,1977,Active,Recycled Water,30.0,2.04,Central,150,Rural Area,"-37.773806,144.989192",12.445101574909133,0
A-00532,Asset_532,Pipe,Concrete,68.9,1993,Active,Water,275.9,1.38,South,150,Melbourne CBD,"-37.765577,145.042892",33.726981550697154,0
A-00533,Asset_533,Pipe,Concrete,485.8,1953,Active,Water,445.8,3.03,West,100,Rural Area,"-37.816853,144.951852",0.0,0
A-00534,Asset_534,Valve,Plastic,409.4,1958,Inactive,Water,135.0,1.92,East,150,Rural Area,"-37.823441,145.035653",0.0,0
A-00535,Asset_535,Pump,Concrete,181.8,1954,Inactive,Recycled Water,238.8,0.88,East,150,Rural Area,"-37.770466,144.980697",0.0,0
A-00536,Asset_536,Sewer,Copper,491.0,2005,Decommissioned,Recycled Water,165.5,3.58,North,200,Melbourne CBD,"-37.706262,144.833538",37.6121519102764,0
A-00537,Asset_537,Valve,Plastic,320.8,1999,Active,Recycled Water,476.3,3.68,Central,200,Melbourne CBD,"-37.830591,144.967630",31.601841346870213,0
A-00538,Asset_538,Pipe,Concrete,312.1,2024,Active,Water,412.7,2.12,North,250,Rural Area,"-37.896616,144.945983",53.29982515617464,0
A-00539,Asset_539,Pump,Plastic,386.6,1964,Active,Sewer,356.0,0.85,West,100,Suburb B,"-37.845258,145.002415",0.0,0
A-00540,Asset_540,Valve,Cast Iron,415.3,1981,Active,Recycled Water,295.9,2.42,South,150,Suburb C,"-37.832718,145.090473",5.414815060510014,1
A-00541,Asset_541,Pump,Steel,345.4,1977,Active,Recycled Water,411.2,2.49,South,250,Rural Area,"-37.798014,144.851905",1.3966969570978947,1
A-00542,Asset_542,Valve,Plastic,107.6,1971,Active,Recycled Water,199.2,3.51,Central,100,Suburb A,"-37.749988,144.839692",7.777811335205251,0
A-00543,Asset_543,Pump,Steel,202.2,1966,Inactive,Sewer,226.5,1.92,North,150,Rural Area,"-37.732190,145.172569",0.0,1
A-00544,Asset_544,Pipe,Concrete,467.6,2008,Active,Recycled Water,366.4,3.57,North,150,Melbourne CBD,"-37.835511,145.170457",46.082960857925116,0
A-00545,Asset_545,Sewer,Steel,151.1,2020,Inactive,Sewer,182.1,4.42,West,200,Suburb C,"-37.741398,145.168974",46.20240867424477,0
A-00546,Asset_546,Pipe,Plastic,217.5,2006,Active,Recycled Water,36.6,1.57,South,300,Suburb A,"-37.766746,144.894258",34.6704401180956,0
A-00547,Asset_547,Sewer,Cast Iron,244.4,1975,Active,Sewer,41.8,4.91,North,100,Suburb C,"-37.721095,144.873706",0.0,1
A-00548,Asset_548,Pump,Concrete,247.7,1974,Active,Recycled Water,62.1,2.24,Central,150,Suburb C,"-37.857388,144.908425",5.611691359165739,0
A-00549,Asset_549,Valve,Plastic,325.8,1959,Active,Water,435.5,1.7,South,100,Suburb A,"-37.839151,145.005792",0.01463455962322957,0
A-00550,Asset_550,Pipe,Concrete,474.4,1994,Active,Water,238.8,2.4,West,250,Rural Area,"-37.757309,145.170483",26.79217190920219,0
A-00551,Asset_551,Sewer,Copper,158.3,1960,Active,Water,357.9,0.92,Central,250,Rural Area,"-37.882312,145.181748",0.0,1
A-00552,Asset_552,Pipe,Steel,104.7,2002,Active,Water,199.5,1.07,East,300,Rural Area,"-37.715735,144.821600",25.999385297928974,0
A-00553,Asset_553,Sewer,Copper,138.9,2021,Active,Recycled Water,133.1,2.36,West,150,Suburb B,"-37.827936,145.125257",51.60220207867816,0
A-00554,Asset_554,Pipe,Plastic,449.1,2017,Inactive,Water,176.9,3.93,Central,200,Rural Area,"-37.777685,145.111638",53.56200693392884,0
A-00555,Asset_555,Sewer,Cast Iron,340.6,1977,Inactive,Sewer,398.1,4.55,North,150,Suburb A,"-37.756193,144.998708",0.0,1
A-00556,Asset_556,Sewer,Concrete,178.7,2024,Inactive,Water,314.5,3.49,East,100,Suburb B,"-37.891756,145.033707",57.71561197611028,0
A-00557,Asset_557,Pump,Steel,417.2,2014,Active,Water,469.1,0.97,West,250,Rural Area,"-37.890287,145.041491",38.02280052322551,0
A-00558,Asset_558,Sewer,Concrete,437.6,1998,Active,Water,341.5,3.52,North,100,Suburb B,"-37.739918,145.033997",37.18990165985831,0
A-00559,Asset_559,Pump,Plastic,430.9,1996,Active,Recycled Water,287.2,3.36,East,300,Suburb A,"-37.700596,144.982347",26.920326178411905,0
A-00560,Asset_560,Sewer,Concrete,463.5,2001,Active,Water,307.0,4.13,South,250,Rural Area,"-37.750235,145.066885",33.36239437971357,0
A-00561,Asset_561,Valve,Steel,163.5,2003,Active,Sewer,471.5,4.21,North,200,Melbourne CBD,"-37.701714,145.085288",23.759289322574762,0
A-00562,Asset_562,Valve,Plastic,389.8,2009,Active,Water,395.2,4.41,Central,250,Suburb A,"-37.867194,145.182207",40.61499981800999,0
A-00563,Asset_563,Valve,Concrete,257.2,2006,Active,Water,16.9,2.36,West,150,Suburb C,"-37.766445,144.823735",43.55291222984552,0
A-00564,Asset_564,Sewer,Cast Iron,428.9,1996,Active,Water,269.4,3.64,East,150,Suburb C,"-37.768486,145.153248",28.709237513100415,0
A-00565,Asset_565,Pump,Plastic,377.8,1980,Active,Sewer,345.7,1.71,North,250,Suburb A,"-37.784592,144.941608",8.130342100955724,0
A-00566,Asset_566,Pump,Plastic,399.4,1995,Active,Water,375.6,5.0,South,300,Suburb C,"-37.735818,145.113005",25.048908451084333,0
A-00567,Asset_567,Sewer,Cast Iron,345.3,1975,Active,Sewer,110.5,1.29,West,150,Suburb A,"-37.791164,144.861745",0.23434533495631404,1
A-00568,Asset_568,Valve,Copper,129.8,1954,Active,Sewer,434.3,0.55,West,150,Melbourne CBD,"-37.849803,145.095394",0.0,0
A-00569,Asset_569,Valve,Steel,295.3,2001,Active,Water,478.1,1.17,North,200,Suburb A,"-37.738784,144.911706",28.641532064646903,0
A-00570,Asset_570,Pump,Copper,493.1,2024,Active,Sewer,122.2,3.99,South,250,Rural Area,"-37.826403,144.831053",57.182745335369596,0
A-00571,Asset_571,Valve,Concrete,471.8,2003,Active,Recycled Water,441.9,2.51,East,150,Rural Area,"-37.757308,144.801431",40.96388647793843,0
A-00572,Asset_572,Pipe,Cast Iron,69.4,1982,Active,Water,53.0,2.51,North,300,Suburb B,"-37.890692,144.801738",0.0,1
A-00573,Asset_573,Pump,Copper,124.2,1999,Active,Water,32.6,4.8,East,100,Suburb C,"-37.770936,144.966955",26.160409359052895,0
A-00574,Asset_574,Valve,Plastic,109.3,1987,Active,Sewer,69.0,4.64,West,250,Suburb C,"-37.840491,145.165080",15.456870838750895,0
A-00575,Asset_575,Pump,Concrete,376.7,1976,Active,Sewer,33.6,1.9,East,200,Suburb A,"-37.861439,144.955747",10.89374946618083,0
A-00576,Asset_576,Pipe,Concrete,418.0,1964,Active,Water,423.3,1.44,South,150,Suburb C,"-37.711938,144.970843",0.0,0
A-00577,Asset_577,Pump,Copper,146.1,2010,Inactive,Recycled Water,34.2,4.32,Central,300,Rural Area,"-37.789061,144.832135",38.6209055709967,0
A-00578,Asset_578,Pump,Copper,277.6,1970,Active,Sewer,139.5,4.58,South,250,Melbourne CBD,"-37.741967,144.969104",0.0,0
A-00579,Asset_579,Pump,Cast Iron,428.3,1995,Active,Sewer,56.4,2.94,East,300,Suburb A,"-37.739897,144.901519",16.73232299825811,0
A-00580,Asset_580,Pump,Steel,379.8,2018,Active,Recycled Water,151.2,3.33,North,300,Suburb C,"-37.815504,145.114620",34.89892383488291,0
A-00581,Asset_581,Pipe,Copper,294.0,1955,Active,Recycled Water,49.8,1.66,West,200,Rural Area,"-37.705224,144.823850",0.0,0
A-00582,Asset_582,Sewer,Copper,315.7,1987,Active,Water,335.7,4.1,Central,250,Suburb B,"-37.737509,144.920276",16.78947915134288,0
A-00583,Asset_583,Pump,Plastic,278.8,2011,Active,Recycled Water,71.0,3.34,North,150,Suburb C,"-37.789851,144.916037",47.66409801552546,0
A-00584,Asset_584,Pump,Concrete,183.9,2011,Active,Water,426.7,2.77,North,200,Melbourne CBD,"-37.777311,144.941521",49.48571451913871,0
A-00585,Asset_585,Valve,Steel,304.3,2023,Active,Recycled Water,409.5,0.77,South,150,Melbourne CBD,"-37.833277,144.815175",53.05232219436419,0
A-00586,Asset_586,Pump,Plastic,360.0,1995,Active,Sewer,11.8,4.62,East,100,Suburb C,"-37.870608,145.166831",27.76202765873567,0
A-00587,Asset_587,Valve,Cast Iron,443.0,1962,Active,Water,448.4,3.27,South,300,Suburb C,"-37.700345,145.112208",0.0,1
A-00588,Asset_588,Sewer,Cast Iron,336.3,1952,Inactive,Water,19.3,1.37,East,100,Rural Area,"-37.842637,144.960978",0.0,1
A-00589,Asset_589,Pipe,Copper,392.5,1955,Active,Water,123.6,3.23,South,300,Suburb C,"-37.752099,145.187405",0.0,1
A-00590,Asset_590,Pipe,Copper,122.0,1957,Decommissioned,Recycled Water,21.0,3.55,North,200,Suburb B,"-37.808906,145.131809",0.20373072777091394,0
A-00591,Asset_591,Sewer,Cast Iron,257.7,1993,Active,Sewer,171.2,2.87,West,150,Rural Area,"-37.704986,145.149389",15.381358443470909,0
A-00592,Asset_592,Pipe,Copper,54.2,1982,Decommissioned,Water,259.4,3.73,East,150,Suburb A,"-37.854570,144.803213",18.691501296958194,0
A-00593,Asset_593,Sewer,Steel,161.0,2024,Inactive,Water,399.3,3.12,Central,200,Suburb B,"-37.801584,145.012544",51.80219832002329,0
A-00594,Asset_594,Sewer,Copper,376.9,1999,Active,Water,172.3,4.76,Central,250,Rural Area,"-37.859750,144.913870",30.02186698471401,0
A-00595,Asset_595,Sewer,Concrete,496.3,1960,Active,Water,354.2,0.74,North,100,Rural Area,"-37.746969,144.988139",1.2301610539275982,0
A-00596,Asset_596,Pipe,Copper,94.6,1977,Active,Sewer,97.8,0.98,South,100,Melbourne CBD,"-37.836529,145.049050",11.392556579652569,0
A-00597,Asset_597,Valve,Plastic,230.7,2019,Active,Recycled Water,376.5,1.28,South,150,Rural Area,"-37.769448,145.107758",51.49535472788555,0
A-00598,Asset_598,Sewer,Steel,410.0,1990,Active,Sewer,121.8,3.61,North,150,Suburb B,"-37.868658,145.096607",12.340126163546225,0
A-00599,Asset_599,Pump,Plastic,141.8,1965,Active,Water,76.1,3.41,Central,150,Suburb C,"-37.780114,144.823029",2.250017083811045,0
A-00600,Asset_600,Pipe,Plastic,299.8,2017,Active,Sewer,96.8,4.51,Central,200,Suburb B,"-37.744511,144.953232",51.430605261204825,0
A-00601,Asset_601,Sewer,Concrete,379.9,1997,Active,Water,95.1,3.8,South,250,Suburb A,"-37.833924,144.979230",24.340533031790347,0
A-00602,Asset_602,Sewer,Steel,327.2,2005,Inactive,Recycled Water,258.9,2.79,East,100,Rural Area,"-37.830765,144.935314",31.323915646570715,0
A-00603,Asset_603,Pump,Steel,134.6,2013,Active,Recycled Water,423.2,4.96,West,300,Rural Area,"-37.738384,144.849802",35.12774767526494,0
A-00604,Asset_604,Valve,Steel,209.9,2008,Active,Recycled Water,44.4,1.7,East,200,Rural Area,"-37.705880,145.021973",33.81391555885863,0
A-00605,Asset_605,Valve,Steel,402.7,2011,Active,Water,354.9,4.25,Central,100,Rural Area,"-37.863415,144.852486",38.69878917700682,0
A-00606,Asset_606,Valve,Steel,299.4,1960,Inactive,Sewer,328.9,2.42,East,250,Melbourne CBD,"-37.781698,145.053200",0.0,1
A-00607,Asset_607,Sewer,Concrete,52.4,1967,Active,Recycled Water,436.9,3.42,West,200,Melbourne CBD,"-37.889395,144.897201",0.21912398845621972,0
A-00608,Asset_608,Sewer,Copper,392.4,1968,Active,Water,125.9,3.77,East,100,Suburb C,"-37.740908,144.819850",5.43420021453453,0
A-00609,Asset_609,Sewer,Plastic,65.9,2004,Active,Water,227.8,3.35,East,200,Rural Area,"-37.728982,145.063265",36.329735239414994,0
A-00610,Asset_610,Pipe,Steel,385.6,1975,Active,Sewer,463.3,1.13,East,100,Suburb A,"-37.813115,144.938573",0.0,1
A-00611,Asset_611,Pump,Copper,141.1,1955,Active,Recycled Water,331.7,2.49,East,100,Suburb C,"-37.896150,145.130086",0.0,0
A-00612,Asset_612,Sewer,Copper,481.1,1953,Inactive,Water,197.4,3.03,North,250,Rural Area,"-37.871456,144.923817",0.0,1
A-00613,Asset_613,Pump,Plastic,215.6,1978,Active,Sewer,70.0,4.32,Central,300,Melbourne CBD,"-37.786179,144.898397",12.997051728334917,0
A-00614,Asset_614,Pump,Concrete,197.1,2008,Active,Recycled Water,134.9,2.5,West,250,Suburb A,"-37.800572,145.123737",40.56978436017982,0
A-00615,Asset_615,Valve,Cast Iron,117.0,1966,Inactive,Sewer,292.7,4.63,Central,100,Suburb C,"-37.805892,145.179591",0.0,1
A-00616,Asset_616,Pipe,Cast Iron,187.5,1992,Active,Sewer,360.5,2.48,North,200,Suburb A,"-37.730500,144.933216",18.458664296788,0
A-00617,Asset_617,Sewer,Copper,444.5,2015,Active,Water,66.6,2.97,North,250,Rural Area,"-37.820008,144.969331",52.58514082334063,0
A-00618,Asset_618,Valve,Plastic,498.4,1983,Inactive,Water,301.8,4.08,North,300,Suburb B,"-37.774764,144.914718",15.262819428437176,1
A-00619,Asset_619,Valve,Cast Iron,215.7,1957,Active,Water,277.4,3.12,North,100,Suburb A,"-37.706150,145.043474",0.0,1
A-00620,Asset_620,Sewer,Copper,251.9,1962,Active,Sewer,259.4,4.82,East,250,Suburb A,"-37.820120,145.058004",0.0,0
A-00621,Asset_621,Pump,Concrete,374.9,1957,Active,Water,346.6,3.47,Central,250,Melbourne CBD,"-37.820919,145.127118",0.0,0
A-00622,Asset_622,Valve,Cast Iron,448.8,2014,Active,Sewer,419.5,2.85,South,250,Rural Area,"-37.786432,144.816788",37.95381314053892,0
A-00623,Asset_623,Pump,Copper,316.9,1992,Active,Sewer,164.9,0.61,West,250,Suburb A,"-37.864649,145.145998",20.243313904819896,0
A-00624,Asset_624,Pipe,Copper,226.2,1988,Active,Water,445.1,2.36,North,200,Rural Area,"-37.787420,145.180137",28.641238566229376,0
A-00625,Asset_625,Pump,Steel,235.7,2008,Active,Recycled Water,84.5,1.85,Central,300,Melbourne CBD,"-37.885516,144.918104",28.494253649507044,0
A-00626,Asset_626,Pipe,Concrete,363.0,1993,Inactive,Recycled Water,90.6,3.87,North,300,Rural Area,"-37.861291,145.021536",20.47885497598992,0
A-00627,Asset_627,Pump,Steel,51.4,1958,Active,Recycled Water,137.1,1.44,North,100,Melbourne CBD,"-37.823441,144.862909",0.0,1
A-00628,Asset_628,Valve,Plastic,328.8,1986,Inactive,Sewer,64.2,1.42,North,150,Melbourne CBD,"-37.771450,145.014519",23.633104101224333,0
A-00629,Asset_629,Valve,Steel,210.0,2023,Inactive,Sewer,119.0,1.35,North,200,Suburb C,"-37.845053,144.991909",45.4994995294335,0
A-00630,Asset_630,Pipe,Steel,407.4,1985,Active,Sewer,57.7,1.07,North,100,Rural Area,"-37.750852,144.882109",6.690650826841253,0
A-00631,Asset_631,Sewer,Cast Iron,91.8,1977,Active,Water,411.8,1.9,West,100,Suburb B,"-37.841419,144.938444",0.6833765527445699,1
A-00632,Asset_632,Pipe,Copper,314.7,1991,Active,Sewer,73.8,4.49,Central,250,Suburb C,"-37.750655,145.138769",20.131460326771162,0
A-00633,Asset_633,Pipe,Concrete,266.4,1992,Active,Water,374.9,3.99,North,150,Melbourne CBD,"-37.824722,144.918648",24.980053423084314,0
A-00634,Asset_634,Pump,Steel,339.0,1991,Inactive,Water,28.7,3.81,North,150,Suburb B,"-37.722111,145.199746",14.638165318185909,0
A-00635,Asset_635,Pump,Concrete,79.2,2015,Active,Recycled Water,474.5,4.09,North,200,Suburb A,"-37.765929,145.195992",52.750793702184176,0
A-00636,Asset_636,Pipe,Steel,311.0,2004,Active,Recycled Water,357.0,1.71,North,150,Suburb A,"-37.768007,145.093384",29.769507309438346,0
A-00637,Asset_637,Valve,Plastic,302.7,2021,Active,Recycled Water,8.4,4.49,East,100,Suburb C,"-37.822269,144.973187",54.453077740554484,0
A-00638,Asset_638,Pump,Steel,302.3,1997,Active,Water,383.1,1.12,East,150,Suburb B,"-37.871173,145.129100",20.716455753159146,0
A-00639,Asset_639,Sewer,Cast Iron,321.6,1971,Active,Water,259.5,2.01,South,150,Rural Area,"-37.713788,145.049375",0.0,1
A-00640,Asset_640,Pump,Copper,354.4,1976,Active,Water,390.8,3.14,North,300,Suburb B,"-37.831271,144.861607",5.776757376229436,0
A-00641,Asset_641,Pump,Plastic,412.2,2016,Active,Sewer,263.6,0.96,South,100,Suburb C,"-37.846969,144.902164",50.78944123134776,0
A-00642,Asset_642,Sewer,Steel,171.4,1962,Active,Water,322.3,3.79,West,150,Rural Area,"-37.777294,145.178015",0.0,1
A-00643,Asset_643,Pipe,Concrete,421.3,1994,Active,Recycled Water,394.2,2.24,South,150,Rural Area,"-37.890346,144.800409",29.591115212876197,0
A-00644,Asset_644,Sewer,Plastic,274.2,1959,Active,Recycled Water,205.5,4.03,Central,250,Suburb A,"-37.779964,144.913624",0.0,0
A-00645,Asset_645,Pipe,Plastic,84.7,1958,Active,Water,6.3,2.72,East,150,Suburb B,"-37.723890,144.930900",0.0,0
A-00646,Asset_646,Pipe,Steel,76.3,2003,Inactive,Water,425.7,1.31,East,150,Rural Area,"-37.842052,144.907804",33.62995429567621,0
A-00647,Asset_647,Pipe,Plastic,200.4,1976,Active,Recycled Water,193.5,3.81,North,300,Suburb C,"-37.871029,145.032612",2.3070861414060033,0
A-00648,Asset_648,Sewer,Concrete,403.2,1983,Active,Water,250.5,1.63,North,100,Suburb A,"-37.866357,144.969852",13.263275662813145,0
A-00649,Asset_649,Pipe,Plastic,368.5,1950,Active,Recycled Water,8.8,2.71,West,200,Rural Area,"-37.807806,144.808197",0.0,0
A-00650,Asset_650,Valve,Concrete,404.9,1981,Active,Sewer,248.6,0.84,West,100,Suburb B,"-37.896639,145.008085",18.349385718683944,0
A-00651,Asset_651,Sewer,Steel,282.8,2020,Inactive,Recycled Water,493.3,3.28,Central,250,Suburb A,"-37.760793,145.176857",41.12795919996229,1
A-00652,Asset_652,Valve,Copper,248.1,2016,Active,Sewer,142.7,3.5,North,100,Suburb B,"-37.864176,144.841304",54.16229910813564,0
A-00653,Asset_653,Pipe,Plastic,116.4,1969,Active,Water,200.7,2.2,North,150,Suburb B,"-37.889582,144.974417",2.822908462923658,0
A-00654,Asset_654,Pump,Copper,197.7,1984,Active,Water,345.2,4.79,West,250,Suburb B,"-37.775371,145.136221",8.129879503465995,0
A-00655,Asset_655,Pipe,Concrete,245.3,1966,Active,Sewer,408.3,4.43,West,100,Suburb A,"-37.763471,144.883344",0.0,0
A-00656,Asset_656,Valve,Plastic,89.9,1967,Active,Water,211.6,3.69,West,250,Rural Area,"-37.807646,145.164139",0.0,1
A-00657,Asset_657,Valve,Cast Iron,149.3,1994,Active,Sewer,158.3,3.71,East,200,Melbourne CBD,"-37.834652,144.999492",22.185260816674656,0
A-00658,Asset_658,Sewer,Copper,319.2,2002,Active,Water,469.2,1.64,South,100,Rural Area,"-37.708287,145.093883",31.27960945569367,0
A-00659,Asset_659,Pump,Plastic,381.0,2017,Active,Recycled Water,340.2,3.46,South,150,Suburb A,"-37.750452,144.900934",56.23197259992412,0
A-00660,Asset_660,Sewer,Copper,499.3,2014,Active,Water,63.9,1.39,North,250,Melbourne CBD,"-37.817060,144.832937",45.393897535398814,0
A-00661,Asset_661,Valve,Plastic,469.9,1950,Inactive,Recycled Water,39.1,1.15,East,300,Melbourne CBD,"-37.778695,144.841492",0.0,1
A-00662,Asset_662,Pipe,Steel,339.2,2007,Active,Recycled Water,244.4,5.0,West,250,Melbourne CBD,"-37.732818,145.125822",25.119530526446493,0
A-00663,Asset_663,Pump,Copper,239.6,1975,Active,Sewer,113.9,3.3,North,300,Suburb C,"-37.793279,144.856466",9.773483230486995,0
A-00664,Asset_664,Pipe,Cast Iron,336.3,1969,Active,Water,130.7,2.44,East,150,Suburb A,"-37.894884,145.118683",0.0,1
A-00665,Asset_665,Pipe,Cast Iron,403.5,1959,Inactive,Sewer,439.5,1.8,Central,200,Suburb C,"-37.779972,145.084372",0.0,1
A-00666,Asset_666,Pump,Concrete,103.3,2008,Active,Water,49.3,3.22,East,300,Melbourne CBD,"-37.839239,145.003793",35.80579249338991,0
A-00667,Asset_667,Sewer,Plastic,234.5,2024,Inactive,Recycled Water,359.1,0.72,North,200,Suburb C,"-37.750565,144.985025",63.84254368070117,0
A-00668,Asset_668,Pipe,Copper,427.9,1990,Active,Recycled Water,139.2,0.93,South,250,Suburb C,"-37.779723,145.115891",20.091053473864427,0
A-00669,Asset_669,Valve,Concrete,222.7,1954,Active,Water,381.4,0.65,West,150,Suburb A,"-37.856956,144.826372",0.0,0
A-00670,Asset_670,Pipe,Copper,307.3,2014,Active,Water,362.6,2.75,Central,300,Suburb B,"-37.793635,144.824850",44.219178194532645,0
A-00671,Asset_671,Pump,Plastic,314.5,1966,Active,Sewer,8.7,3.2,East,250,Suburb C,"-37.746689,145.087685",0.0,0
A-00672,Asset_672,Pump,Cast Iron,133.0,1971,Active,Water,257.0,0.78,North,100,Suburb C,"-37.723657,145.055825",0.0,1
A-00673,Asset_673,Pump,Steel,213.0,1990,Active,Water,74.0,3.75,North,250,Melbourne CBD,"-37.886560,144.901261",12.090815684375208,0
A-00674,Asset_674,Sewer,Cast Iron,200.5,2017,Active,Water,433.8,1.54,West,200,Melbourne CBD,"-37.738414,144.866853",40.67517776959913,0
A-00675,Asset_675,Pipe,Concrete,61.8,2018,Active,Sewer,436.4,3.58,North,150,Melbourne CBD,"-37.760304,145.112104",53.70222998231693,0
A-00676,Asset_676,Sewer,Steel,60.9,1960,Active,Water,212.1,4.92,North,150,Rural Area,"-37.833978,144.928919",0.0,1
A-00677,Asset_677,Sewer,Concrete,424.3,2005,Active,Recycled Water,225.0,3.61,West,250,Suburb C,"-37.788439,145.144515",37.74539398842399,0
A-00678,Asset_678,Pump,Plastic,172.9,2000,Active,Sewer,155.1,4.47,Central,100,Melbourne CBD,"-37.855219,145.176503",34.10317618619418,0
A-00679,Asset_679,Pump,Steel,283.1,1970,Active,Sewer,359.7,4.77,South,200,Suburb A,"-37.780176,145.196851",0.0,1
A-00680,Asset_680,Sewer,Concrete,184.4,1975,Active,Recycled Water,182.5,2.69,South,250,Rural Area,"-37.882077,144.850625",6.311508203976842,1
A-00681,Asset_681,Pipe,Plastic,473.3,1968,Active,Recycled Water,137.6,3.66,East,250,Suburb B,"-37.734672,145.145902",0.0,1
A-00682,Asset_682,Valve,Cast Iron,166.7,2009,Decommissioned,Recycled Water,219.0,4.33,Central,150,Suburb C,"-37.810908,145.085628",31.523936296961466,0
A-00683,Asset_683,Sewer,Plastic,243.3,2020,Active,Water,50.3,2.1,East,200,Suburb C,"-37.726489,144.817251",53.01218164224369,0
A-00684,Asset_684,Pipe,Copper,442.7,1996,Active,Recycled Water,374.6,1.68,South,100,Suburb A,"-37.785210,145.141392",32.227570109585734,0
A-00685,Asset_685,Pump,Plastic,428.9,2020,Active,Water,11.2,4.76,West,150,Suburb B,"-37.820369,144.920953",54.294051660168215,0
A-00686,Asset_686,Pump,Plastic,133.7,1975,Inactive,Sewer,324.0,3.77,North,250,Suburb B,"-37.740859,144.934315",4.25423162424307,1
A-00687,Asset_687,Pipe,Copper,411.2,1989,Active,Sewer,95.5,1.49,South,150,Rural Area,"-37.899365,145.183829",25.8124427010472,0
A-00688,Asset_688,Valve,Concrete,256.2,1954,Active,Recycled Water,120.0,2.52,Central,150,Suburb C,"-37.781575,145.127807",0.0,0
A-00689,Asset_689,Pump,Concrete,267.3,1970,Inactive,Water,319.6,4.08,South,300,Melbourne CBD,"-37.734940,144.826564",3.575147620034461,1
A-00690,Asset_690,Pump,Plastic,110.1,1953,Active,Recycled Water,496.5,2.96,Central,150,Suburb A,"-37.865828,144.924448",0.0,0
A-00691,Asset_691,Pump,Copper,86.3,1972,Active,Recycled Water,390.0,3.42,Central,150,Suburb A,"-37.835860,145.063514",9.768236856392978,0
A-00692,Asset_692,Pipe,Copper,377.6,1964,Active,Water,116.8,3.89,Central,200,Suburb A,"-37.775373,144.997836",5.254949280645955,0
A-00693,Asset_693,Sewer,Cast Iron,273.4,1957,Active,Recycled Water,92.1,3.3,East,150,Suburb A,"-37.857747,144.952793",0.0,1
A-00694,Asset_694,Pump,Concrete,246.6,1990,Active,Sewer,433.8,2.93,West,100,Melbourne CBD,"-37.791281,144.987194",24.78006942023202,0
